column	row	N	corrected-left-p-value	corrected-right-p-value	corrected-two-tail-p-value	distribution	expected-mean	expected-stdev	left-p-value	observed	probability	right-p-value	two-tail-p-value
bones and joints	Linoleic acid metabolism	25	0.9194510832914325	1	1	BINOMIAL	2.3743381920386954	1.465891850728338	0.08251484080820548	0	0.09497352768154782	1	1
cervix uteri	Linoleic acid metabolism	26	1	1	1	BINOMIAL	1.5468201244023188	1.2061488417081911	0.20296065596932328	0	0.05949308170778149	1	1
mouth, nos	Linoleic acid metabolism	25	1	1	1	BINOMIAL	0.8212730532786885	0.8912314380434638	0.8022545062889315	1	0.03285092213114754	0.5661540458148904	1
lymph nodes	Linoleic acid metabolism	26	1	1	1	BINOMIAL	2.096668349318526	1.388377012021419	0.6495620623580031	2	0.08064109035840485	0.6313939209103469	1
stomach	Linoleic acid metabolism	21	1	1	1	BINOMIAL	0.9848823226249785	0.9688612752855154	0.7415271594157078	1	0.046899158220237075	0.6353166669232916	1
HR systems	Linoleic acid metabolism	26	0.8990911112116557	1	1	BINOMIAL	1.224598485478905	1.08024069917158	0.6518410556284504	1	0.04709994174918865	0.7147463626704861	1
thyroid gland	Linoleic acid metabolism	25	1	1	1	BINOMIAL	1.0495394426074633	1.0027353194856117	0.9143692412949403	2	0.041981577704298535	0.28279926973446134	1
pancreas	Linoleic acid metabolism	26	1	1	1	BINOMIAL	0.6682276068608767	0.8068788309522779	0.5081570562142044	0	0.02570106180234141	1	1
prostate gland	Linoleic acid metabolism	27	1	1	1	BINOMIAL	1.1153072946582425	1.034038945363254	0.6925787399738337	1	0.04130767757993491	0.6798601527132261	1
skin	B cell receptor signaling pathway	75	1	0.1757850640664734	1	BINOMIAL	9.295265095417424	2.85363611079437	0.9595244751248965	14	0.12393686793889899	0.07580730887866666	1
liver	B cell receptor signaling pathway	75	0.9749408212985248	1	1	BINOMIAL	7.777809982030027	2.6403065997106876	0.1974563688705873	5	0.10370413309373369	0.8997295472207745	1
testis	B cell receptor signaling pathway	73	1	0.054969533895649014	1	BINOMIAL	6.940498261877173	2.5061181492497147	0.9967257840977953	14	0.09507531865585168	0.008297288135192303	1
kidney	B cell receptor signaling pathway	75	1	1	1	BINOMIAL	6.118563026276816	2.370528530276851	0.2579265388408997	4	0.08158084035035755	0.8700104709509242	1
adrenal cortex	B cell receptor signaling pathway	75	1	0.30232206674915035	1	BINOMIAL	11.21524986248043	3.0883909731080896	0.9508928424497526	16	0.1495366648330724	0.08691759419038073	1
brain, nos	B cell receptor signaling pathway	75	0.9753495744644961	1	1	BINOMIAL	7.426056785004019	2.5866527650000934	0.37794796010499226	6	0.09901409046672026	0.7645131047686758	1
colon, nos	B cell receptor signaling pathway	75	0.8269699907128425	1	1	BINOMIAL	6.524610095589469	2.4406972235264854	0.03617993709368686	2	0.08699480127452625	0.9911599597126921	1
ovary	B cell receptor signaling pathway	71	1	0.9002341957784785	1	BINOMIAL	5.9216942283809395	2.329764020210566	0.6195407692022037	6	0.08340414406170338	0.5482195423009966	1
urinary bladder	B cell receptor signaling pathway	71	1	1	1	BINOMIAL	4.7385662748748985	2.102929529987839	0.48280181090733243	4	0.06674037006866054	0.7056601682810473	1
breast	B cell receptor signaling pathway	75	1	1	1	BINOMIAL	2.697278638516497	1.6125366593659811	0.7159526577669229	3	0.03596371518021996	0.5088397445667177	1
lung	B cell receptor signaling pathway	75	1	1	1	BINOMIAL	1.821608040201005	1.3331783934790344	0.1581684623658473	0	0.024288107202680067	1	1
bones and joints	B cell receptor signaling pathway	71	1	0.5488897661020363	1	BINOMIAL	6.743120465389895	2.4703648571031316	0.9289227937555805	10	0.09497352768154782	0.13370391738382936	1
cervix uteri	B cell receptor signaling pathway	75	1	1	1	BINOMIAL	4.461981128083612	2.048541949839435	0.536649609611966	4	0.05949308170778149	0.6589214427362085	1
mouth, nos	B cell receptor signaling pathway	72	1	1	1	BINOMIAL	2.365266393442623	1.5124699042732122	0.3110227157907255	1	0.03285092213114754	0.9097335445226209	1
lymph nodes	B cell receptor signaling pathway	75	0.836909012146995	1	1	BINOMIAL	6.048081776880363	2.358041108169222	0.1359977144738867	3	0.08064109035840485	0.9471901914444272	1
stomach	B cell receptor signaling pathway	74	1	1	1	BINOMIAL	3.4705377082975435	1.8187282400641385	0.540564268687428	3	0.046899158220237075	0.6802817327252196	1
HR systems	B cell receptor signaling pathway	75	0.7703528859641383	1	1	BINOMIAL	3.5324956311891484	1.8346976025304214	0.3081411543856553	2	0.04709994174918865	0.873728621961015	1
thyroid gland	B cell receptor signaling pathway	73	1	1	1	BINOMIAL	3.064655172413793	1.7134748650494476	0.6324695953312605	3	0.041981577704298535	0.5961476325215264	1
pancreas	B cell receptor signaling pathway	75	1	1	1	BINOMIAL	1.9275796351756056	1.3704155544370555	0.6965421374404838	2	0.02570106180234141	0.5774246105725883	1
prostate gland	B cell receptor signaling pathway	75	1	1	1	BINOMIAL	3.098075818495118	1.72339824227209	0.17883175619580516	1	0.04130767757993491	0.957738617117236	1
skin	Base excision repair	34	1	0.921554748170297	1	BINOMIAL	4.213853509922566	1.9213541328837396	0.5845634646481601	4	0.12393686793889899	0.6220494550149505	1
liver	Base excision repair	32	0.9720807144954946	1	1	BINOMIAL	3.318532258999478	1.7246410490117494	0.14150542046453402	1	0.10370413309373369	0.9699084471018755	1
testis	Base excision repair	33	0.7300168377567052	1	1	BINOMIAL	3.1374855156431054	1.6849890446128182	0.1652868311901974	1	0.09507531865585168	0.962999268813282	1
kidney	Base excision repair	34	1	0.9901122877412546	1	BINOMIAL	2.7737485719121566	1.596077639870617	0.7001017496058192	3	0.08158084035035755	0.5321853546609243	1
adrenal cortex	Base excision repair	34	1	0.8732495298481355	1	BINOMIAL	5.084246604324462	2.0794146589665345	0.6003124507998295	5	0.1495366648330724	0.5894434326474915	1
brain, nos	Base excision repair	34	0.30792198225557094	1	1	BINOMIAL	3.366479075868489	1.7415941582630914	0.028867685836459777	0	0.09901409046672026	1	1
colon, nos	Base excision repair	34	1	1	1	BINOMIAL	2.9578232433338925	1.6433222441368236	0.6572770926261748	3	0.08699480127452625	0.5772225849421957	1
ovary	Base excision repair	32	1	1	1	BINOMIAL	2.668932609974508	1.5640756279928463	0.2410281383234006	1	0.08340414406170338	0.9383841475944025	1
urinary bladder	Base excision repair	32	1	0.12696993820866107	1	BINOMIAL	2.1356918421971374	1.4117914075019302	0.9955008308986675	6	0.06674037006866054	0.017791965863634036	1
breast	Base excision repair	34	1	1	1	BINOMIAL	1.2227663161274784	1.0857214636371075	0.6529668510941554	1	0.03596371518021996	0.7121442342502214	1
lung	Base excision repair	34	1	1	1	BINOMIAL	0.8257956448911222	0.8976294512439419	0.8002926648709096	1	0.024288107202680067	0.5665546468737285	1
bones and joints	Base excision repair	32	1	0.09652837489488551	1	BINOMIAL	3.0391528858095302	1.65846730901777	0.9976851967775372	8	0.09497352768154782	0.008662802875182033	1
cervix uteri	Base excision repair	34	1	0.15059399316044175	1	BINOMIAL	2.0227647780645706	1.3792839692563503	0.9965877807843465	6	0.05949308170778149	0.014118186858791414	1
mouth, nos	Base excision repair	31	1	1	1	BINOMIAL	1.0183785860655739	0.9924333279544302	0.3550553689900743	0	0.03285092213114754	1	1
lymph nodes	Base excision repair	34	0.895767541909627	1	1	BINOMIAL	2.741797072185765	1.5876698544543897	0.4758765066394893	2	0.08064109035840485	0.771636770003171	1
stomach	Base excision repair	31	1	1	1	BINOMIAL	1.4538739048273492	1.177152684460507	0.5696880731618863	1	0.046899158220237075	0.7744179980085543	1
HR systems	Base excision repair	34	0.8385486758160933	1	1	BINOMIAL	1.601398019472414	1.2353024998104705	0.19391438128247157	0	0.04709994174918865	1	1
thyroid gland	Base excision repair	33	1	1	1	BINOMIAL	1.3853920642418516	1.1520551721362844	0.2428496015298227	0	0.041981577704298535	1	1
pancreas	Base excision repair	34	1	1	1	BINOMIAL	0.8738361012796079	0.9227012439763499	0.7826674388611206	1	0.02570106180234141	0.5873937572981933	1
prostate gland	Base excision repair	34	1	1	1	BINOMIAL	1.4044610377177869	1.1603646039060997	0.5873637453290399	1	0.04130767757993491	0.7617162209557162	1
skin	Arginine and proline metabolism	52	1	0.9266278719569481	1	BINOMIAL	6.444717132822747	2.376126906675764	0.5306606480156366	6	0.12393686793889899	0.6370566619704018	1
liver	Arginine and proline metabolism	50	1	0.050431180961934746	1	BINOMIAL	5.185206654686684	2.1558013112646868	0.9956638109235705	11	0.10370413309373369	0.01212901820603494	1
testis	Arginine and proline metabolism	50	1	0.670084299700123	1	BINOMIAL	4.753765932792584	2.074078137852332	0.9017058873077846	7	0.09507531865585168	0.19386086657990978	1
kidney	Arginine and proline metabolism	52	0.933391041919135	1	1	BINOMIAL	4.242203698218592	1.9738594568966974	0.19251190239582158	2	0.08158084035035755	0.9327348961315693	1
adrenal cortex	Arginine and proline metabolism	52	1	0.5333615001365284	1	BINOMIAL	7.775906571319765	2.5715993927108936	0.8548781388516556	10	0.1495366648330724	0.2433461844372911	1
brain, nos	Arginine and proline metabolism	52	0.8365763624366203	1	1	BINOMIAL	5.148732704269453	2.153818845330302	0.23005849967007058	3	0.09901409046672026	0.8995594770944764	1
colon, nos	Arginine and proline metabolism	53	1	0.7470628306666507	1	BINOMIAL	4.610724467549891	2.051734731578084	0.8252461709630482	6	0.08699480127452625	0.31283256034165996	1
ovary	Arginine and proline metabolism	48	1	0.5242726974463056	1	BINOMIAL	4.003398914961762	1.9155936038528174	0.898170921317064	6	0.08340414406170338	0.20836479001071115	1
urinary bladder	Arginine and proline metabolism	49	1	1	1	BINOMIAL	3.2702781333643665	1.7470027362646519	0.584891587132632	3	0.06674037006866054	0.6434914442509119	1
breast	Arginine and proline metabolism	53	1	1	1	BINOMIAL	1.9060769045516577	1.35555424002316	0.42732155885867606	1	0.03596371518021996	0.8564678600303794	1
lung	Arginine and proline metabolism	53	0.9693727046861251	1	1	BINOMIAL	1.2872696817420435	1.120715993333339	0.6300922580459813	1	0.024288107202680067	0.7283280974746231	1
bones and joints	Arginine and proline metabolism	48	1	0.6348924437364944	1	BINOMIAL	4.558729328714295	2.0311993310901233	0.9189160298179848	7	0.09497352768154782	0.16686275764869404	1
cervix uteri	Arginine and proline metabolism	52	1	1	1	BINOMIAL	3.0936402488046375	1.7057520501843233	0.8042324266138994	4	0.05949308170778149	0.37432172922403595	1
mouth, nos	Arginine and proline metabolism	51	1	1	1	BINOMIAL	1.6753970286885247	1.2729331056109436	0.9137325792463038	3	0.03285092213114754	0.23483086654969307	1
lymph nodes	Arginine and proline metabolism	53	1	1	1	BINOMIAL	4.273977788995457	1.9822511344235016	0.8676010736297202	6	0.08064109035840485	0.2537550670260546	1
stomach	Arginine and proline metabolism	49	1	0.5441643126771912	1	BINOMIAL	2.2980587527916168	1.4799600439691074	0.9735551960050058	5	0.046899158220237075	0.07871559239984528	1
HR systems	Arginine and proline metabolism	53	0.8315849113225892	1	1	BINOMIAL	2.4962969127069985	1.5423104335800297	0.2806599075713738	1	0.04709994174918865	0.9224628675818525	1
thyroid gland	Arginine and proline metabolism	51	1	1	1	BINOMIAL	2.141060462919225	1.432192503375709	0.3630159056048248	1	0.041981577704298535	0.8877808735960396	1
pancreas	Arginine and proline metabolism	51	1	1	1	BINOMIAL	1.310754151919412	1.1300736163866738	0.26503528194125936	0	0.02570106180234141	1	1
prostate gland	Arginine and proline metabolism	52	1	1	1	BINOMIAL	2.147999234156615	1.4350158097910024	0.9370658039330199	4	0.04130767757993491	0.1669873975797086	1
skin	Adherens junction	74	1	0.16528248962706832	1	BINOMIAL	9.171328227478526	2.8345480296028187	0.9635898373841266	14	0.12393686793889899	0.06921204253133487	1
liver	Adherens junction	73	1	1	1	BINOMIAL	7.57040171584256	2.604864635394667	0.5098159534031982	7	0.10370413309373369	0.6430738284977051	1
testis	Adherens junction	72	1	0.5434470849307241	1	BINOMIAL	6.845422943221322	2.4888937654227985	0.9225150406752081	10	0.09507531865585168	0.14355206017037997	1
kidney	Adherens junction	74	1	0.8884423061252108	1	BINOMIAL	6.036982185926458	2.354671974186307	0.7447551950038076	7	0.08158084035035755	0.39979903775634484	1
adrenal cortex	Adherens junction	74	1	0.08156193468350664	1	BINOMIAL	11.065713197647359	3.0677326076553446	0.9948391860676158	19	0.1495366648330724	0.011214766018982162	1
brain, nos	Adherens junction	74	1	1	1	BINOMIAL	7.327042694537299	2.569350545629549	0.6905745152516027	8	0.09901409046672026	0.45235427226614233	1
colon, nos	Adherens junction	74	1	1	1	BINOMIAL	6.437615294314942	2.4243713063605092	0.368474391458012	5	0.08699480127452625	0.781903157489067	1
ovary	Adherens junction	72	1	0.45887467766301454	1	BINOMIAL	6.005098372442643	2.346113441989269	0.9247143341005585	9	0.08340414406170338	0.14413371285569046	1
urinary bladder	Adherens junction	73	0.5734699783017623	1	1	BINOMIAL	4.872047015012219	2.1323425602464514	0.04017942523133366	1	0.06674037006866054	0.9935407657483676	1
breast	Adherens junction	74	1	1	1	BINOMIAL	2.6613149233362767	1.6017503399183477	0.7240031795752039	3	0.03596371518021996	0.4998480484733717	1
lung	Adherens junction	74	1	1	1	BINOMIAL	1.797319932998325	1.3242607121666594	0.16210570305993277	0	0.024288107202680067	1	1
bones and joints	Adherens junction	72	1	0.7717368117337471	1	BINOMIAL	6.838093993071443	2.4877009635266547	0.8571543356072353	9	0.09497352768154782	0.24240451137790772	1
cervix uteri	Adherens junction	74	1	1	1	BINOMIAL	4.40248804637583	2.0348391743121277	0.35150901338902635	3	0.05949308170778149	0.8238131556064955	1
mouth, nos	Adherens junction	72	1	1	1	BINOMIAL	2.365266393442623	1.5124699042732122	0.577215037494791	2	0.03285092213114754	0.6889772842092734	1
lymph nodes	Adherens junction	74	0.9114363786945412	1	1	BINOMIAL	5.967440686521958	2.342268080923215	0.4443252346135888	5	0.08064109035840485	0.7217539993320393	1
stomach	Adherens junction	72	1	1	1	BINOMIAL	3.376739391857069	1.7939824851011945	0.7513389531926148	4	0.046899158220237075	0.43851906232898985	1
HR systems	Adherens junction	74	0.5630333945175358	1	1	BINOMIAL	3.48539568943996	1.8224252400289194	0.028151669725876786	0	0.04709994174918865	1	1
thyroid gland	Adherens junction	74	1	1	1	BINOMIAL	3.1066367501180916	1.725171074993428	0.8004295538550141	4	0.041981577704298535	0.3771281165843818	1
pancreas	Adherens junction	74	1	1	1	BINOMIAL	1.9018785733732644	1.3612487923294732	0.4298811693744252	1	0.02570106180234141	0.8543786796233206	1
prostate gland	Adherens junction	73	1	1	1	BINOMIAL	3.015460463335248	1.7002643308499872	0.8162284459904855	4	0.04130767757993491	0.3562726367841711	1
skin	Hedgehog signaling pathway	54	1	0.019623788251232056	1	BINOMIAL	6.692590868700545	2.421390533977806	0.9981409691197894	14	0.12393686793889899	0.005151244415948415	1
liver	Hedgehog signaling pathway	53	0.5670963556817832	1	1	BINOMIAL	5.496319053967886	2.219533295823601	0.021535304646143665	1	0.10370413309373369	0.9969805776218621	1
testis	Hedgehog signaling pathway	47	0.43131391324911716	1	1	BINOMIAL	4.46853997682503	2.0108933623148637	0.05425332242127259	1	0.09507531865585168	0.9908634049673533	1
kidney	Hedgehog signaling pathway	54	0.9202239435935041	1	1	BINOMIAL	4.405365378919308	2.0114601585059297	0.17254198942378202	2	0.08158084035035755	0.9414684484496306	1
adrenal cortex	Hedgehog signaling pathway	54	1	0.43801693301648337	1	BINOMIAL	8.074979900985909	2.6205866400480606	0.9003773917751556	11	0.1495366648330724	0.17520677320659334	1
brain, nos	Hedgehog signaling pathway	54	1	0.8430145501999371	1	BINOMIAL	5.346760885202894	2.194847652847799	0.8384655404875614	7	0.09901409046672026	0.28451741069247877	1
colon, nos	Hedgehog signaling pathway	54	1	0.40692300177565377	1	BINOMIAL	4.697719268824417	2.0710002690945077	0.9577723381463602	8	0.08699480127452625	0.09410094416061994	1
ovary	Hedgehog signaling pathway	45	1	1	1	BINOMIAL	3.753186482776652	1.8547655314558522	0.4763213466044628	3	0.08340414406170338	0.7360112348437811	1
urinary bladder	Hedgehog signaling pathway	47	1	1	1	BINOMIAL	3.1367973932270456	1.7109781922551388	0.38484949359826476	2	0.06674037006866054	0.8302872109166132	1
breast	Hedgehog signaling pathway	56	1	1	1	BINOMIAL	2.0139680500923176	1.3933909274703689	0.3972475672778406	1	0.03596371518021996	0.8714034548497293	1
lung	Hedgehog signaling pathway	56	0.9763755530431704	1	1	BINOMIAL	1.3601340033500837	1.1519977963810115	0.6041323734454617	1	0.024288107202680067	0.7476463911567001	1
bones and joints	Hedgehog signaling pathway	45	1	0.9126103154127388	1	BINOMIAL	4.273808745669652	1.9667002955349233	0.7473063134149351	5	0.09497352768154782	0.42705482708416626	1
cervix uteri	Hedgehog signaling pathway	54	1	1	1	BINOMIAL	3.2126264122202004	1.7382454851318923	0.5983028814076827	3	0.05949308170778149	0.6304585687761564	1
mouth, nos	Hedgehog signaling pathway	49	1	1	1	BINOMIAL	1.6096951844262295	1.2477240132608494	0.19461561435548574	0	0.03285092213114754	1	1
lymph nodes	Hedgehog signaling pathway	54	0.21341493797972538	1	1	BINOMIAL	4.354618879353862	2.000864229483718	0.01067074689898627	0	0.08064109035840485	1	1
stomach	Hedgehog signaling pathway	45	1	1	1	BINOMIAL	2.1104621199106686	1.418267683842215	0.6461318017939816	2	0.046899158220237075	0.6298852889942186	1
HR systems	Hedgehog signaling pathway	54	0.6221906357713994	1	1	BINOMIAL	2.543396854456187	1.5567925394111546	0.07388513799785369	0	0.04709994174918865	1	1
thyroid gland	Hedgehog signaling pathway	47	1	1	1	BINOMIAL	1.9731341521020311	1.374881401203229	0.4076017185526463	1	0.041981577704298535	0.8667793827098694	1
pancreas	Hedgehog signaling pathway	54	1	1	1	BINOMIAL	1.387857337326436	1.1628361579031572	0.8383708343225926	2	0.02570106180234141	0.40571225232641434	1
prostate gland	Hedgehog signaling pathway	51	1	1	1	BINOMIAL	2.1066915565766804	1.4211505975783283	0.37191812046973394	1	0.04130767757993491	0.8836833947270815	1
skin	Acute myeloid leukemia	56	1	0.47187570189822503	1	BINOMIAL	6.940464604578343	2.4658234242228527	0.8504562794233498	9	0.12393686793889899	0.253633189770296	1
liver	Acute myeloid leukemia	56	0.9760012533445641	1	1	BINOMIAL	5.8074314532490865	2.2814856582693235	0.15443057806084876	3	0.10370413309373369	0.9389174808428855	1
testis	Acute myeloid leukemia	56	1	0.19569090384909693	1	BINOMIAL	5.324217844727694	2.194997980989285	0.9847734966536043	10	0.09507531865585168	0.036922812046999424	1
kidney	Acute myeloid leukemia	56	1	0.5321893168086569	1	BINOMIAL	4.568527059620023	2.048370763053621	0.9165545560560359	7	0.08158084035035755	0.16963534473275937	1
adrenal cortex	Acute myeloid leukemia	56	1	0.3512593570855042	1	BINOMIAL	8.374053230652054	2.6686748096022734	0.9331318514644928	12	0.1495366648330724	0.12294077497992648	1
brain, nos	Acute myeloid leukemia	56	1	0.889876693392172	1	BINOMIAL	5.544789066136334	2.235123446238044	0.8137171614598573	7	0.09901409046672026	0.3170185720209613	1
colon, nos	Acute myeloid leukemia	56	1	0.7791788771556953	1	BINOMIAL	4.871708871373469	2.1090034438665546	0.7882519721270697	6	0.08699480127452625	0.3603702306845091	1
ovary	Acute myeloid leukemia	56	1	0.36834465085890156	1	BINOMIAL	4.670632067455389	2.0690775716831227	0.9587858775934258	8	0.08340414406170338	0.09208616271472539	1
urinary bladder	Acute myeloid leukemia	56	0.8992359300042904	1	1	BINOMIAL	3.7374607238449906	1.867624483673978	0.26919801726243087	2	0.06674037006866054	0.8954027510471557	1
breast	Acute myeloid leukemia	56	1	0.9346973988434334	1	BINOMIAL	2.0139680500923176	1.3933909274703689	0.8579259144830582	3	0.03596371518021996	0.3271440895952017	1
lung	Acute myeloid leukemia	56	1	1	1	BINOMIAL	1.3601340033500837	1.1519977963810115	0.25235360884329994	0	0.024288107202680067	1	1
bones and joints	Acute myeloid leukemia	56	1	0.8247578484617801	1	BINOMIAL	5.318517550166678	2.1939460285957644	0.8413995747751778	7	0.09497352768154782	0.28020619210560477	1
cervix uteri	Acute myeloid leukemia	56	1	1	1	BINOMIAL	3.3316125756357633	1.7701425582293626	0.14640405004997614	1	0.05949308170778149	0.9677691548343371	1
mouth, nos	Acute myeloid leukemia	55	1	1	1	BINOMIAL	1.8068007172131149	1.3219098484940057	0.15927155272429783	0	0.03285092213114754	1	1
lymph nodes	Acute myeloid leukemia	56	1	1	1	BINOMIAL	4.5159010600706715	2.0375803970974733	0.8372480522663415	6	0.08064109035840485	0.29612072788723665	1
stomach	Acute myeloid leukemia	56	1	1	1	BINOMIAL	2.6263528603332764	1.5821438373277994	0.7322884618401183	3	0.046899158220237075	0.4919177207901321	1
HR systems	Acute myeloid leukemia	56	0.8089263160856635	1	1	BINOMIAL	2.6375967379545644	1.5853599229320308	0.25278947377676986	1	0.04709994174918865	0.9329109262702441	1
thyroid gland	Acute myeloid leukemia	56	1	1	1	BINOMIAL	2.350968351440718	1.500756806052987	0.791847043020954	3	0.041981577704298535	0.4193968183896728	1
pancreas	Acute myeloid leukemia	56	1	1	1	BINOMIAL	1.439259460931119	1.184174380982853	0.5764085582435698	1	0.02570106180234141	0.7673169016886139	1
prostate gland	Acute myeloid leukemia	56	1	1	1	BINOMIAL	2.3132299444763547	1.4891862837676402	0.9189247132476261	4	0.04130767757993491	0.2003238585991897	1
skin	Glycine	30	0.8801996209768682	1	1	BINOMIAL	3.7181060381669697	1.8047979446829627	0.09902245735989768	1	0.12393686793889899	0.9811173857721064	1
liver	Glycine	28	1	0.026364285862205288	1	BINOMIAL	2.9037157266245432	1.6132539801420926	0.9984807890817692	8	0.10370413309373369	0.006173915043680985	1
testis	Glycine	27	1	1	1	BINOMIAL	2.5670336037079955	1.5241299373200365	0.5195900916910611	2	0.09507531865585168	0.7414778433222002	1
kidney	Glycine	30	1	0.9676296605581032	1	BINOMIAL	2.4474252105107266	1.4992538828172535	0.7739825422317678	3	0.08158084035035755	0.4475287180081227	1
adrenal cortex	Glycine	30	1	0.8045193481827344	1	BINOMIAL	4.486099944992172	1.9532699560250788	0.7131088519765945	5	0.1495366648330724	0.4726551170573565	1
brain, nos	Glycine	30	1	0.9215525019510361	1	BINOMIAL	2.9704227140016077	1.6359428506745128	0.8295176695899005	4	0.09901409046672026	0.34558218823163855	1
colon, nos	Glycine	30	1	0.7227879714509396	1	BINOMIAL	2.6098440382357873	1.5436324610385588	0.8852570655866703	4	0.08699480127452625	0.2620106396509656	1
ovary	Glycine	27	1	0.3013901730645181	1	BINOMIAL	2.2519118896659913	1.436695202889613	0.9784092491575624	5	0.08340414406170338	0.06955157839950418	1
urinary bladder	Glycine	27	1	1	1	BINOMIAL	1.8019899918538347	1.2968132143595266	0.7320708508680587	2	0.06674037006866054	0.5459941542081187	1
breast	Glycine	30	1	1	1	BINOMIAL	1.0789114554065988	1.019857730823118	0.33327398258633745	0	0.03596371518021996	1	1
lung	Glycine	30	0.9937501667625386	1	1	BINOMIAL	0.7286432160804021	0.843176050143584	0.4782422677544717	0	0.024288107202680067	1	1
bones and joints	Glycine	27	0.8786137261305847	1	1	BINOMIAL	2.564285247401791	1.5233994983175925	0.06758567124081422	0	0.09497352768154782	1	1
cervix uteri	Glycine	30	1	1	1	BINOMIAL	1.7847924512334448	1.2956116887790037	0.7365761098284302	2	0.05949308170778149	0.5398366169939383	1
mouth, nos	Glycine	28	1	1	1	BINOMIAL	0.9198258196721312	0.9431906982661901	0.9369180382074739	2	0.03285092213114754	0.23424733182305935	1
lymph nodes	Glycine	30	1	0.8442865975886661	1	BINOMIAL	2.419232710752145	1.4913561436244438	0.9696885165741829	5	0.08064109035840485	0.08970545099379577	1
stomach	Glycine	27	1	1	1	BINOMIAL	1.266277271946401	1.098585423997013	0.6365631292342149	1	0.046899158220237075	0.7266311447487093	1
HR systems	Glycine	30	0.8650984875397	1	1	BINOMIAL	1.4129982524756595	1.1603646483292873	0.5839414790892975	1	0.04709994174918865	0.7648090507878178	1
thyroid gland	Glycine	27	1	1	1	BINOMIAL	1.1335025980160605	1.042073111935734	0.8975010224225555	2	0.041981577704298535	0.31422348903467284	1
pancreas	Glycine	30	1	1	1	BINOMIAL	0.7710318540702423	0.866726898588713	0.457896029319925	0	0.02570106180234141	1	1
prostate gland	Glycine	30	1	1	1	BINOMIAL	1.2392303273980472	1.0899727522220963	0.6467115788354789	1	0.04130767757993491	0.7179166311876172	1
skin	Homologous recombination	28	1	1	1	BINOMIAL	3.4702323022891717	1.7436004644766119	0.3081891994202116	2	0.12393686793889899	0.8779394978819277	1
liver	Homologous recombination	27	1	1	1	BINOMIAL	2.80001159353081	1.5841839598264127	0.2145380489249761	1	0.10370413309373369	0.9479779297031604	1
testis	Homologous recombination	27	0.510168376600139	1	1	BINOMIAL	2.5670336037079955	1.5241299373200365	0.06738072898492402	0	0.09507531865585168	1	1
kidney	Homologous recombination	28	1	0.2935227851895692	1	BINOMIAL	2.2842635298100116	1.4484168569394782	0.9767781490513567	5	0.08158084035035755	0.0733806962973923	1
adrenal cortex	Homologous recombination	28	1	0.3435470989231313	1	BINOMIAL	4.187026615326027	1.8870380546514862	0.9521732471038293	7	0.1495366648330724	0.11379997651828724	1
brain, nos	Homologous recombination	28	1	0.8698292157236772	1	BINOMIAL	2.772394533068167	1.5804709456239665	0.8621512496660739	4	0.09901409046672026	0.29900379290501405	1
colon, nos	Homologous recombination	28	1	0.22348719953283247	1	BINOMIAL	2.4358544356867347	1.491290636703823	0.991320736090579	6	0.08699480127452625	0.030729489935764465	1
ovary	Homologous recombination	27	1	0.8087533285899544	1	BINOMIAL	2.2519118896659913	1.436695202889613	0.8158657098598754	3	0.08340414406170338	0.39400803187715727	1
urinary bladder	Homologous recombination	27	1	1	1	BINOMIAL	1.8019899918538347	1.2968132143595266	0.45400584579188197	1	0.06674037006866054	0.8450944570997277	1
breast	Homologous recombination	28	1	0.4034607116796569	1	BINOMIAL	1.0069840250461588	0.9852761736581106	0.9828213714637082	3	0.03596371518021996	0.07817051288793353	1
lung	Homologous recombination	28	0.9455964146669188	1	1	BINOMIAL	0.6800670016750419	0.8145854537329729	0.5023480952918006	0	0.024288107202680067	1	1
bones and joints	Homologous recombination	27	1	0.7684333655253314	1	BINOMIAL	2.564285247401791	1.5233994983175925	0.8926271051420644	4	0.09497352768154782	0.2512186002678968	1
cervix uteri	Homologous recombination	28	1	0.9237992792430869	1	BINOMIAL	1.6658062878178816	1.2516798065908854	0.9179153693318076	3	0.05949308170778149	0.23094981981077173	1
mouth, nos	Homologous recombination	27	1	1	1	BINOMIAL	0.8869748975409837	0.9261948791963721	0.7779787660362648	1	0.03285092213114754	0.5941903259153928	1
lymph nodes	Homologous recombination	28	1	1	1	BINOMIAL	2.2579505300353357	1.4407869160004017	0.9294756813387925	4	0.08064109035840485	0.18562863702633906	1
stomach	Homologous recombination	27	1	0.9631077075293325	1	BINOMIAL	1.266277271946401	1.098585423997013	0.8688948665026714	2	0.046899158220237075	0.36343687076578585	1
HR systems	Homologous recombination	28	0.8743207005443737	1	1	BINOMIAL	1.3187983689772822	1.1210187521266213	0.617488994759464	1	0.04709994174918865	0.7409844141180768	1
thyroid gland	Homologous recombination	28	1	1	1	BINOMIAL	1.175484175720359	1.0611953144719315	0.3009318069790751	0	0.041981577704298535	1	1
pancreas	Homologous recombination	27	1	1	1	BINOMIAL	0.693928668663218	0.8222493326622334	0.9686463189428297	2	0.02570106180234141	0.15227837020230922	1
prostate gland	Homologous recombination	27	1	1	1	BINOMIAL	1.1153072946582425	1.034038945363254	0.3201398472867739	0	0.04130767757993491	1	1
skin	Renal cell carcinoma	70	1	0.6243873735202263	1	BINOMIAL	8.67558075572293	2.7568743985368003	0.7541198249953867	10	0.12393686793889899	0.3668275819431329	1
