samples	symbol	Genomic Alterations	Mutation	CNA Status	Expression
TCGA-02-0071	CDKN2A	Loss	0	-2	-
TCGA-32-1978	CDKN2A	Loss	0	-2	-
TCGA-06-0187	CDKN2A	Loss	0	-2	-0.078
TCGA-06-0743	CDKN2A	Loss	0	-2	-0.077
TCGA-06-2563	CDKN2A	Loss	0	-2	-0.08
TCGA-06-0876	CDKN2A	Loss	0	-2	-
TCGA-06-5408	CDKN2A	Loss	0	-2	-0.079
TCGA-06-0744	CDKN2A	Loss	0	-2	-0.069
TCGA-32-1991	CDKN2A	Loss	0	-2	-
TCGA-19-5954	CDKN2A	Loss	0	-2	-
TCGA-08-0357	CDKN2A	Loss	0	-2	-
TCGA-08-0514	CDKN2A	Loss	0	-2	-
TCGA-12-0692	CDKN2A	Loss	0	-2	-
TCGA-28-5220	CDKN2A	Loss	0	-2	-0.071
TCGA-76-4926	CDKN2A	Loss	0	-2	-0.077
TCGA-76-4931	CDKN2A	Loss	0	-2	-0.075
TCGA-06-2565	CDKN2A	Loss	0	-2	-0.079
TCGA-16-1048	CDKN2A	Loss	0	-2	-
TCGA-26-1439	CDKN2A	Loss	0	-2	-
TCGA-06-0137	CDKN2A	Loss	0	-2	-
TCGA-14-0786	CDKN2A	Loss	0	-2	-
TCGA-06-0125	CDKN2A	Loss	0	-2	-0.077
TCGA-81-5910	CDKN2A	Loss	0	-2	-
TCGA-06-0211	CDKN2A	Loss	0	-2	-0.075
TCGA-32-1979	CDKN2A	Loss	0	-2	-
TCGA-15-0742	CDKN2A	Loss	0	-2	-0.078
TCGA-06-0158	CDKN2A	Loss	0	-2	-0.068
TCGA-14-0790	CDKN2A	Loss	0	-2	-0.079
TCGA-06-0747	CDKN2A	Loss	0	-2	-0.08
TCGA-27-2528	CDKN2A	Loss	0	-2	-0.076
TCGA-12-3652	CDKN2A	Loss	0	-2	-0.079
TCGA-28-1747	CDKN2A	Loss	0	-2	-0.063
TCGA-32-2495	CDKN2A	Loss	0	-2	-
TCGA-16-0861	CDKN2A	Loss	0	-2	-
TCGA-02-0333	CDKN2A	Loss	0	-2	-
TCGA-06-0148	CDKN2A	Loss	0	-2	-
TCGA-19-5950	CDKN2A	Loss	0	-2	-
TCGA-14-0787	CDKN2A	Loss	0	-2	-0.075
TCGA-02-0043	CDKN2A	Loss	0	-2	-
TCGA-02-0260	CDKN2A	Loss	0	-2	-
TCGA-06-5415	CDKN2A	Loss	0	-2	-0.075
TCGA-28-1749	CDKN2A	Loss	0	-2	-
TCGA-28-1757	CDKN2A	Loss	0	-2	-
TCGA-12-0780	CDKN2A	Loss	0	-2	-
TCGA-12-5299	CDKN2A	Loss	0	-2	-0.047
TCGA-02-0009	CDKN2A	Loss	0	-2	-
TCGA-02-0422	CDKN2A	Loss	0	-2	-
TCGA-02-0038	CDKN2A	Loss	0	-2	-
TCGA-12-0615	CDKN2A	Loss	0	-2	-
TCGA-32-4719	CDKN2A	Loss	0	-2	-
TCGA-19-1786	CDKN2A	Loss	0	-2	-
TCGA-19-5959	CDKN2A	Loss	0	-2	-
TCGA-19-5952	CDKN2A	Loss	0	-2	-
TCGA-27-1837	CDKN2A	Loss	0	-2	-0.065
TCGA-19-2631	CDKN2A	Loss	0	-2	-
TCGA-41-2572	CDKN2A	Loss	0	-2	-0.076
TCGA-12-3653	CDKN2A	Loss	0	-2	-0.071
TCGA-08-0358	CDKN2A	Loss	0	-2	-
TCGA-19-2619	CDKN2A	Loss	0	-2	-0.075
TCGA-27-1833	CDKN2A	Loss	0	-2	-
TCGA-02-0317	CDKN2A	Loss	0	-2	-
TCGA-06-0877	CDKN2A	Loss	0	-2	-
TCGA-12-0688	CDKN2A	Loss	0	-2	-
TCGA-19-5951	CDKN2A	Loss	0	-2	-
TCGA-14-1453	CDKN2A	Loss	0	-2	-
TCGA-06-0145	CDKN2A	Loss	0	-2	-
TCGA-26-1443	CDKN2A	Loss	0	-2	-
TCGA-87-5896	CDKN2A	Loss	0	-2	-
TCGA-06-2564	CDKN2A	Loss	0	-2	-0.061
TCGA-06-0126	CDKN2A	Loss	0	-2	-
TCGA-27-2523	CDKN2A	Loss	0	-2	-0.077
TCGA-28-2514	CDKN2A	Loss	0	-2	-0.076
TCGA-06-5414	CDKN2A	Loss	0	-2	-0.072
TCGA-02-0290	CDKN2A	Loss	0	-2	-
TCGA-12-0657	CDKN2A	Loss	0	-2	-
TCGA-08-0531	CDKN2A	Loss	0	-2	-
TCGA-12-0819	CDKN2A	Loss	0	-2	-
TCGA-16-1055	CDKN2A	Loss	0	-2	-
TCGA-06-0127	CDKN2A	Loss	0	-2	-
TCGA-02-0023	CDKN2A	Loss	0	-2	-
TCGA-16-1047	CDKN2A	Loss	0	-2	-
TCGA-08-0375	CDKN2A	Loss	0	-2	-
TCGA-19-1386	CDKN2A	Loss	0	-2	-
TCGA-08-0355	CDKN2A	Loss	0	-2	-
TCGA-02-0430	CDKN2A	Loss	0	-2	-
TCGA-15-1446	CDKN2A	Loss	0	-2	-
TCGA-08-0525	CDKN2A	Loss	0	-2	-
TCGA-26-1440	CDKN2A	Loss	0	-2	-
TCGA-19-1789	CDKN2A	Loss	0	-2	-
TCGA-12-1094	CDKN2A	Loss	0	-2	-
TCGA-08-0518	CDKN2A	Loss	0	-2	-
TCGA-08-0354	CDKN2A	Loss	0	-2	-
TCGA-19-0964	CDKN2A	Loss	0	-2	-
TCGA-14-1402	CDKN2A	Loss	0	-2	-0.064
TCGA-08-0244	CDKN2A	Loss	0	-2	-
TCGA-16-1062	CDKN2A	Loss	0	-2	-
TCGA-12-3648	CDKN2A	Loss	0	-2	-
TCGA-28-1755	CDKN2A	Loss	0	-2	-
TCGA-02-0016	CDKN2A	Loss	0	-2	-
TCGA-08-0529	CDKN2A	Loss	0	-2	-
TCGA-08-0246	CDKN2A	Loss	0	-2	-
TCGA-02-0289	CDKN2A	Loss	0	-2	-
TCGA-02-0285	CDKN2A	Loss	0	-2	-
TCGA-02-0068	CDKN2A	Loss	0	-2	-
TCGA-06-0879	CDKN2A	Loss	0	-2	-
TCGA-02-0015	CDKN2A	Loss	0	-2	-
TCGA-02-0027	CDKN2A	Loss	0	-2	-
TCGA-28-6450	CDKN2A	Loss	0	-2	-
TCGA-19-5958	CDKN2A	Loss	0	-2	-
TCGA-16-1056	CDKN2A	Loss	0	-2	-
TCGA-02-0037	CDKN2A	Loss	0	-2	-
TCGA-12-1091	CDKN2A	Loss	0	-2	-
TCGA-12-0703	CDKN2A	Loss	0	-2	-
TCGA-08-0521	CDKN2A	Loss	0	-2	-
TCGA-12-1098	CDKN2A	Loss	0	-2	-
TCGA-32-2638	CDKN2A	Mut	1	-	0.048
TCGA-06-5856	CDKN2A	-	-	-	0.843
TCGA-26-5132	CDKN2A	-	-	-	1.7
TCGA-02-0102	CDKN2A	-	-	-	-
TCGA-06-6390	CDKN2A	-	-	-	-
TCGA-02-2485	CDKN2A	-	-	-	1.201
TCGA-32-1970	CDKN2A	-	-	-	0.362
TCGA-19-2625	CDKN2A	-	-	-	0.645
TCGA-27-1835	CDKN2A	-	-	-	0.851
TCGA-28-5219	CDKN2A	-	-	-	-
TCGA-06-0157	CDKN2A	-	-	-	0.803
TCGA-19-2621	CDKN2A	-	-	-	-
TCGA-32-1977	CDKN2A	-	-	-	-
TCGA-06-0402	CDKN2A	-	-	-	-
TCGA-12-1600	CDKN2A	-	-	-	-
TCGA-02-0021	CDKN2A	-	-	-	-
TCGA-02-0269	CDKN2A	-	-	-	-
TCGA-08-0356	CDKN2A	-	-	-	-
TCGA-06-1804	CDKN2A	-	-	-	0.307
TCGA-12-0820	CDKN2A	-	-	-	-
TCGA-76-4928	CDKN2A	-	-	-	-0.072
TCGA-02-0266	CDKN2A	-	-	-	-
TCGA-19-4068	CDKN2A	-	-	-	-
TCGA-12-0656	CDKN2A	-	-	-	-
TCGA-02-0070	CDKN2A	-	-	-	-
TCGA-08-0516	CDKN2A	-	-	-	-
TCGA-06-0152	CDKN2A	Loss	0	-2	-0.073
TCGA-06-0155	CDKN2A	Loss	0	-2	-
TCGA-06-0210	CDKN2A	Loss	0	-2	-0.073
TCGA-28-1753	CDKN2A	Loss	0	-2	-0.073
TCGA-06-0644	CDKN2A	Loss	0	-2	-0.077
TCGA-28-5216	CDKN2A	Loss	0	-2	-0.078
TCGA-06-0154	CDKN2A	Loss	0	-2	-
TCGA-06-0750	CDKN2A	Loss	0	-2	-0.067
TCGA-06-0412	CDKN2A	Loss	0	-2	-
TCGA-32-4213	CDKN2A	Loss	0	-2	-0.062
TCGA-06-0143	CDKN2A	Loss	0	-2	-
TCGA-26-5139	CDKN2A	Loss	0	-2	-0.075
TCGA-16-1045	CDKN2A	Loss	0	-2	-0.073
TCGA-28-5209	CDKN2A	Loss	0	-2	-0.081
TCGA-14-1823	CDKN2A	Loss	0	-2	-0.059
TCGA-06-0878	CDKN2A	Loss	0	-2	-0.067
TCGA-14-1452	CDKN2A	Loss	0	-2	-
TCGA-12-0778	CDKN2A	Loss	0	-2	-
TCGA-02-0064	CDKN2A	Loss	0	-2	-
TCGA-06-0124	CDKN2A	Loss	0	-2	-
TCGA-02-2486	CDKN2A	Loss	0	-2	-0.066
TCGA-02-0106	CDKN2A	Loss	0	-2	-
TCGA-28-5208	CDKN2A	Loss	0	-2	-0.073
TCGA-32-2494	CDKN2A	Loss	0	-2	-
TCGA-41-3393	CDKN2A	Loss	0	-2	-
TCGA-06-0122	CDKN2A	Loss	0	-2	-
TCGA-02-0116	CDKN2A	Loss	0	-2	-
TCGA-16-1060	CDKN2A	Loss	0	-2	-
TCGA-32-2615	CDKN2A	Loss	0	-2	0.012
TCGA-06-2561	CDKN2A	Loss	0	-2	-0.068
TCGA-06-5418	CDKN2A	Loss	0	-2	-0.071
TCGA-14-1396	CDKN2A	Loss	0	-2	-
TCGA-06-0175	CDKN2A	Loss	0	-2	-
TCGA-27-2524	CDKN2A	Loss	0	-2	-0.039
TCGA-06-1802	CDKN2A	Loss	0	-2	-
TCGA-06-2562	CDKN2A	Loss	0	-2	-0.066
TCGA-08-0510	CDKN2A	Loss	0	-2	-
TCGA-12-1095	CDKN2A	Loss	0	-2	-
TCGA-12-0620	CDKN2A	Loss	0	-2	-
TCGA-06-1086	CDKN2A	Loss	0	-2	-
TCGA-02-0051	CDKN2A	Loss	0	-2	-
TCGA-19-0962	CDKN2A	Loss	0	-2	-
TCGA-28-1750	CDKN2A	Loss	0	-2	-
TCGA-02-0086	CDKN2A	Loss	0	-2	-
TCGA-06-0397	CDKN2A	Loss	0	-2	-
TCGA-06-2557	CDKN2A	Mut	1	-	0.46
TCGA-28-5214	CDKN2A	-	-	-	-
TCGA-06-0140	CDKN2A	-	-	-	-
TCGA-02-0006	CDKN2A	-	-	-	-
TCGA-02-0099	CDKN2A	-	-	-	-
TCGA-26-1438	CDKN2A	-	-	-	-
TCGA-02-0330	CDKN2A	-	-	-	-
TCGA-12-0772	CDKN2A	-	-	-	-
TCGA-02-0039	CDKN2A	-	-	-	-
TCGA-02-0337	CDKN2A	-	-	-	-
TCGA-28-5207	CDKN2A	-	-	-	0.502
TCGA-27-1838	CDKN2A	-	-	-	-
TCGA-12-0619	CDKN2A	-	-	-	1.476
TCGA-14-1034	CDKN2A	-	-	-	1.281
TCGA-06-0184	CDKN2A	-	-	-	4.29
TCGA-06-0190	CDKN2A	-	-	-	0.039
TCGA-27-2519	CDKN2A	-	-	-	1.144
TCGA-02-0055	CDKN2A	-	-	-	1.772
TCGA-76-6193	CDKN2A	-	-	-	-
TCGA-28-2509	CDKN2A	-	-	-	2.775
TCGA-02-0033	CDKN2A	-	-	-	-
TCGA-32-2491	CDKN2A	-	-	-	-
TCGA-26-5136	CDKN2A	-	-	-	1.132
TCGA-19-2623	CDKN2A	-	-	-	-
TCGA-06-0130	CDKN2A	-	-	-	1.712
TCGA-14-0871	CDKN2A	-	-	-	0.632
TCGA-06-0189	CDKN2A	-	-	-	-
TCGA-28-5215	CDKN2A	-	-	-	-0.075
TCGA-06-2569	CDKN2A	-	-	-	0.094
TCGA-32-2632	CDKN2A	-	-	-	1.533
TCGA-14-1037	CDKN2A	-	-	-	-
TCGA-02-2470	CDKN2A	-	-	-	-
TCGA-06-0149	CDKN2A	-	-	-	-
TCGA-12-1092	CDKN2A	-	-	-	-
TCGA-12-0775	CDKN2A	-	-	-	-
TCGA-06-0881	CDKN2A	-	-	-	-
TCGA-14-0789	CDKN2A	-	-	-	-0.06
TCGA-76-6282	CDKN2A	-	-	-	-
TCGA-06-0650	CDKN2A	-	-	-	-
TCGA-28-2513	CDKN2A	-	-	-	-0.065
TCGA-12-0829	CDKN2A	-	-	-	-
TCGA-32-2616	CDKN2A	-	-	-	3.071
TCGA-27-1832	CDKN2A	-	-	-	-0.07
TCGA-06-0645	CDKN2A	-	-	-	0.045
TCGA-28-2501	CDKN2A	-	-	-	-
TCGA-06-0169	CDKN2A	-	-	-	-
TCGA-14-0736	CDKN2A	-	-	-	0.015
TCGA-19-1388	CDKN2A	-	-	-	-
TCGA-12-0776	CDKN2A	-	-	-	-
TCGA-08-0390	CDKN2A	-	-	-	-
TCGA-06-0194	CDKN2A	-	-	-	-
TCGA-06-0409	CDKN2A	-	-	-	-
TCGA-14-0783	CDKN2A	-	-	-	-
TCGA-08-0352	CDKN2A	-	-	-	-
TCGA-19-1790	CDKN2A	-	-	-	-
TCGA-28-5213	CDKN2A	-	-	-	-0.021
TCGA-06-0192	CDKN2A	-	-	-	-
TCGA-41-3915	CDKN2A	-	-	-	1.536
TCGA-41-4097	CDKN2A	-	-	-	-0.076
TCGA-28-2502	CDKN2A	-	-	-	-
TCGA-06-5412	CDKN2A	-	-	-	-0.061
TCGA-19-5955	CDKN2A	-	-	-	-
TCGA-06-0168	CDKN2A	-	-	-	0.806
TCGA-14-0781	CDKN2A	-	-	-	-0.076
TCGA-02-0079	CDKN2A	-	-	-	-
TCGA-12-1096	CDKN2A	-	-	-	-
TCGA-19-5947	CDKN2A	-	-	-	-
TCGA-27-2527	CDKN2A	-	-	-	-
TCGA-06-0206	CDKN2A	-	-	-	-
TCGA-06-5410	CDKN2A	-	-	-	-0.074
TCGA-32-1986	CDKN2A	-	-	-	-
TCGA-32-2498	CDKN2A	-	-	-	-
TCGA-06-0141	CDKN2A	-	-	-	-0.064
TCGA-28-5218	CDKN2A	-	-	-	-0.077
TCGA-32-4209	CDKN2A	-	-	-	-
TCGA-08-0392	CDKN2A	-	-	-	-
TCGA-08-0346	CDKN2A	-	-	-	-
TCGA-12-0827	CDKN2A	-	-	-	-
TCGA-02-0332	CDKN2A	-	-	-	-
TCGA-12-1088	CDKN2A	-	-	-	-
TCGA-12-1090	CDKN2A	-	-	-	-
TCGA-02-0059	CDKN2A	-	-	-	-
TCGA-02-0025	CDKN2A	-	-	-	-
TCGA-19-1389	CDKN2A	-	-	-	0.47
TCGA-06-0139	CDKN2A	-	-	-	-
TCGA-06-0176	CDKN2A	-	-	-	-
TCGA-06-1800	CDKN2A	-	-	-	-
TCGA-06-5858	CDKN2A	-	-	-	0.804
TCGA-19-1787	CDKN2A	-	-	-	1.635
TCGA-06-0214	CDKN2A	Loss	0	-2	-
TCGA-12-0670	CDKN2A	Loss	0	-2	-
TCGA-14-0817	CDKN2A	Loss	0	-2	-0.023
TCGA-06-0221	CDKN2A	Loss	0	-2	-0.076
TCGA-06-0188	CDKN2A	Loss	0	-2	-
TCGA-76-4929	CDKN2A	Loss	0	-2	-0.078
TCGA-14-1459	CDKN2A	Loss	0	-2	-
TCGA-27-1834	CDKN2A	Loss	0	-2	-0.072
TCGA-12-0821	CDKN2A	Loss	0	-2	-0.078
TCGA-19-2620	CDKN2A	Loss	0	-2	-0.071
TCGA-06-0185	CDKN2A	Loss	0	-2	-
TCGA-14-1829	CDKN2A	Loss	0	-2	-0.055
TCGA-27-1831	CDKN2A	Loss	0	-2	-0.053
TCGA-06-5413	CDKN2A	Loss	0	-2	-0.072
TCGA-14-2554	CDKN2A	Loss	0	-2	-0.067
TCGA-12-5295	CDKN2A	Loss	0	-2	-0.063
TCGA-06-0208	CDKN2A	Loss	0	-2	-
TCGA-02-0451	CDKN2A	Loss	0	-2	-
TCGA-12-0707	CDKN2A	Loss	0	-2	-
TCGA-12-1097	CDKN2A	Loss	0	-2	-
TCGA-14-1827	CDKN2A	Loss	0	-2	-
TCGA-02-0089	CDKN2A	Loss	0	-2	-
TCGA-12-3649	CDKN2A	Loss	0	-2	-
TCGA-41-3392	CDKN2A	Loss	0	-2	-
TCGA-06-0219	CDKN2A	Loss	0	-2	-0.035
TCGA-16-1063	CDKN2A	Loss	0	-2	-
TCGA-28-5204	CDKN2A	Loss	0	-2	-0.078
TCGA-14-0866	CDKN2A	Loss	0	-2	-
TCGA-12-1089	CDKN2A	Loss	0	-2	-
TCGA-12-0828	CDKN2A	Loss	0	-2	-
TCGA-28-2506	CDKN2A	Loss	0	-2	-
TCGA-12-1599	CDKN2A	Loss	0	-2	-
TCGA-19-0963	CDKN2A	Loss	0	-2	-
TCGA-12-5301	CDKN2A	Loss	0	-2	-
TCGA-06-0171	CDKN2A	Loss	0	-2	-0.067
TCGA-08-0520	CDKN2A	Loss	0	-2	-
TCGA-06-5859	CDKN2A	Loss	0	-2	-0.062
TCGA-06-2566	CDKN2A	Loss	0	-2	-
TCGA-02-0324	CDKN2A	Loss	0	-2	-
TCGA-12-3651	CDKN2A	Loss	0	-2	-
TCGA-27-2526	CDKN2A	-	-	-	1.995
TCGA-06-0173	CDKN2A	-	-	-	-
TCGA-06-0162	CDKN2A	-	-	-	-
TCGA-06-0182	CDKN2A	-	-	-	-
TCGA-06-0138	CDKN2A	-	-	-	1.139
TCGA-06-0939	CDKN2A	-	-	-	-
TCGA-32-4211	CDKN2A	-	-	-	-
TCGA-12-0826	CDKN2A	-	-	-	-
TCGA-02-0052	CDKN2A	-	-	-	-
TCGA-06-0237	CDKN2A	-	-	-	-
TCGA-06-2567	CDKN2A	-	-	-	0.425
TCGA-06-0195	CDKN2A	-	-	-	-
TCGA-19-1791	CDKN2A	-	-	-	-
TCGA-27-2518	CDKN2A	-	-	-	-
TCGA-06-5411	CDKN2A	-	-	-	-0.066
TCGA-32-1982	CDKN2A	-	-	-	-0.059
TCGA-06-0142	CDKN2A	-	-	-	-
TCGA-26-1799	CDKN2A	-	-	-	-
TCGA-08-0386	CDKN2A	-	-	-	1.314
TCGA-12-1598	CDKN2A	-	-	-	-
TCGA-02-0083	CDKN2A	-	-	-	-
TCGA-08-0349	CDKN2A	-	-	-	-
TCGA-06-0133	CDKN2A	-	-	-	-
TCGA-06-0179	CDKN2A	-	-	-	-
TCGA-06-0240	CDKN2A	-	-	-	-
TCGA-14-2555	CDKN2A	-	-	-	-
TCGA-28-1752	CDKN2A	-	-	-	-
TCGA-06-0132	CDKN2A	-	-	-	-0.051
TCGA-06-0649	CDKN2A	-	-	-	-0.066
TCGA-76-4927	CDKN2A	-	-	-	-0.053
TCGA-06-0749	CDKN2A	-	-	-	-0.017
TCGA-06-0213	CDKN2A	-	-	-	-
TCGA-06-0882	CDKN2A	-	-	-	-0.061
TCGA-14-0812	CDKN2A	-	-	-	-
TCGA-12-0773	CDKN2A	-	-	-	-
TCGA-32-1980	CDKN2A	-	-	-	-0.054
TCGA-08-0389	CDKN2A	-	-	-	-
TCGA-08-0380	CDKN2A	-	-	-	-
TCGA-14-3476	CDKN2A	-	-	-	-
TCGA-06-0167	CDKN2A	-	-	-	-
TCGA-06-0178	CDKN2A	-	-	-	0.943
TCGA-06-0648	CDKN2A	Loss	0	-2	-
TCGA-06-0646	CDKN2A	Loss	0	-2	-0.07
TCGA-41-2575	CDKN2A	Loss	0	-2	-
TCGA-27-1836	CDKN2A	Loss	0	-2	-
TCGA-14-0813	CDKN2A	Loss	0	-2	-
TCGA-76-4934	CDKN2A	Loss	0	-2	-
TCGA-14-1825	CDKN2A	Loss	0	-2	-0.077
TCGA-76-4925	CDKN2A	Loss	0	-2	-0.079
TCGA-32-4210	CDKN2A	Loss	0	-2	-
TCGA-06-0241	CDKN2A	Loss	0	-2	-
TCGA-19-1390	CDKN2A	Loss	0	-2	-0.069
TCGA-27-1830	CDKN2A	Loss	0	-2	-0.074
TCGA-27-2521	CDKN2A	Loss	0	-2	-0.057
TCGA-02-2483	CDKN2A	Loss	0	-2	0.084
TCGA-14-4157	CDKN2A	Loss	0	-2	-
TCGA-14-1401	CDKN2A	Loss	0	-2	-
TCGA-76-4935	CDKN2A	Loss	0	-2	-
TCGA-19-1387	CDKN2A	Loss	0	-2	-
TCGA-12-3650	CDKN2A	Loss	0	-2	-0.062
TCGA-08-0353	CDKN2A	Loss	0	-2	-
TCGA-06-0745	CDKN2A	Loss	0	-2	-0.064
TCGA-32-5222	CDKN2A	Loss	0	-2	-0.065
TCGA-06-0216	CDKN2A	Loss	0	-2	-
TCGA-02-0048	CDKN2A	Loss	0	-2	-
TCGA-76-6191	CDKN2A	Loss	0	-2	-
TCGA-14-0865	CDKN2A	Loss	0	-2	-
TCGA-08-0359	CDKN2A	Loss	0	-2	-
TCGA-02-0446	CDKN2A	Loss	0	-2	-
TCGA-06-0410	CDKN2A	Loss	0	-2	-
TCGA-02-0024	CDKN2A	Loss	0	-2	-
TCGA-02-0014	CDKN2A	Loss	0	-2	-
TCGA-08-0347	CDKN2A	Loss	0	-2	-
TCGA-26-5134	CDKN2A	Loss	0	-2	-0.067
TCGA-14-1455	CDKN2A	Loss	0	-2	-
TCGA-02-0440	CDKN2A	Loss	0	-2	-
TCGA-02-0047	CDKN2A	Loss	0	-2	-0.074
TCGA-14-1795	CDKN2A	Loss	0	-2	-
TCGA-02-0104	CDKN2A	Loss	0	-2	-
TCGA-02-0281	CDKN2A	Loss	0	-2	-
TCGA-08-0517	CDKN2A	Loss	0	-2	-
TCGA-19-5956	CDKN2A	Loss	0	-2	-
TCGA-08-0348	CDKN2A	Loss	0	-2	-
TCGA-76-6285	CDKN2A	Loss	0	-2	-
TCGA-06-0413	CDKN2A	Loss	0	-2	-
TCGA-06-1801	CDKN2A	Loss	0	-2	-
TCGA-32-1976	CDKN2A	Loss	0	-2	-
TCGA-08-0345	CDKN2A	Loss	0	-2	-
TCGA-15-1449	CDKN2A	Loss	0	-2	-
TCGA-32-4208	CDKN2A	-	-	-	-
TCGA-06-0174	CDKN2A	-	-	-	1.259
TCGA-12-0616	CDKN2A	-	-	-	3.677
TCGA-19-2624	CDKN2A	-	-	-	1.319
TCGA-41-2571	CDKN2A	-	-	-	0.675
TCGA-06-0686	CDKN2A	-	-	-	1.681
TCGA-12-1602	CDKN2A	-	-	-	-
TCGA-06-0177	CDKN2A	-	-	-	-
TCGA-19-0957	CDKN2A	-	-	-	0.338
TCGA-26-5135	CDKN2A	-	-	-	1.353
TCGA-02-0321	CDKN2A	-	-	-	-
TCGA-02-0060	CDKN2A	-	-	-	-
TCGA-14-1451	CDKN2A	-	-	-	-
TCGA-12-0618	CDKN2A	-	-	-	1.221
TCGA-12-3646	CDKN2A	-	-	-	-
TCGA-06-0129	CDKN2A	-	-	-	0.792
TCGA-02-0003	CDKN2A	-	-	-	-
TCGA-14-1456	CDKN2A	-	-	-	-
TCGA-06-2559	CDKN2A	-	-	-	1.653
TCGA-16-0846	CDKN2A	-	-	-	0.873
TCGA-32-2634	CDKN2A	-	-	-	0.912
TCGA-06-0875	CDKN2A	-	-	-	-
TCGA-06-2558	CDKN2A	-	-	-	0.853
TCGA-06-2570	CDKN2A	-	-	-	1.301
TCGA-41-5651	CDKN2A	-	-	-	1.079
TCGA-06-5417	CDKN2A	-	-	-	-0.039
TCGA-26-5133	CDKN2A	-	-	-	2.918
TCGA-06-0128	CDKN2A	-	-	-	-
TCGA-19-2629	CDKN2A	-	-	-	0.556
TCGA-15-1444	CDKN2A	-	-	-	0.041
TCGA-06-6389	CDKN2A	-	-	-	-
TCGA-26-1442	CDKN2A	-	-	-	0.015
TCGA-06-0238	CDKN2A	-	-	-	1.406
TCGA-02-0007	CDKN2A	-	-	-	-
TCGA-02-0046	CDKN2A	-	-	-	-
TCGA-14-1794	CDKN2A	-	-	-	-
TCGA-12-1099	CDKN2A	-	-	-	-
TCGA-06-1087	CDKN2A	-	-	-	-
TCGA-06-0166	CDKN2A	-	-	-	-
TCGA-76-6192	CDKN2A	-	-	-	-
TCGA-12-1597	CDKN2A	-	-	-	0.915
TCGA-41-2573	CDKN2A	-	-	-	-
TCGA-28-2510	CDKN2A	-	-	-	-0.068
TCGA-02-0074	CDKN2A	-	-	-	-
TCGA-19-0960	CDKN2A	-	-	-	-
TCGA-02-0069	CDKN2A	-	-	-	-
TCGA-16-0848	CDKN2A	-	-	-	-
TCGA-08-0524	CDKN2A	-	-	-	-
TCGA-14-3477	CDKN2A	-	-	-	-
TCGA-08-0245	CDKN2A	-	-	-	-
TCGA-02-0339	CDKN2A	-	-	-	-
TCGA-06-6391	CDKN2A	-	-	-	-
TCGA-16-0850	CDKN2A	-	-	-	-
TCGA-08-0350	CDKN2A	-	-	-	-
TCGA-28-1756	CDKN2A	-	-	-	-
TCGA-76-4932	CDKN2A	-	-	-	-0.07
TCGA-02-0011	CDKN2A	-	-	-	-
TCGA-06-0146	CDKN2A	-	-	-	-
TCGA-02-0087	CDKN2A	-	-	-	-
TCGA-19-1392	CDKN2A	-	-	-	-
TCGA-06-1805	CDKN2A	-	-	-	-
TCGA-28-1746	CDKN2A	-	-	-	-
TCGA-19-5960	CDKN2A	-	-	-	0.783
TCGA-02-0026	CDKN2A	-	-	-	-
TCGA-06-0414	CDKN2A	-	-	-	-
TCGA-02-0010	CDKN2A	-	-	-	-
TCGA-08-0344	CDKN2A	-	-	-	-
TCGA-08-0351	CDKN2A	-	-	-	-
TCGA-02-0258	CDKN2A	-	-	-	-
TCGA-14-1821	CDKN2A	-	-	-	-
TCGA-32-1973	CDKN2A	-	-	-	-
TCGA-02-2466	CDKN2A	-	-	-	-
TCGA-14-1454	CDKN2A	-	-	-	-
TCGA-16-0849	CDKN2A	-	-	-	-
TCGA-12-0818	CDKN2A	-	-	-	-
TCGA-06-5416	CDKN2A	-	-	-	0.271
TCGA-02-0071	MDM2	Gain	0	2	-
TCGA-32-1978	MDM2	Gain	0	2	-
TCGA-06-0187	MDM2	Gain	0	2	6.913
TCGA-06-0743	MDM2	-	-	-	-0.112
TCGA-06-2563	MDM2	-	-	-	0.056
TCGA-06-0876	MDM2	-	-	-	-
TCGA-06-5408	MDM2	-	-	-	-0.013
TCGA-06-0744	MDM2	-	-	-	-0.13
TCGA-32-1991	MDM2	-	-	-	-
TCGA-19-5954	MDM2	-	-	-	-
TCGA-08-0357	MDM2	-	-	-	-
TCGA-08-0514	MDM2	-	-	-	-
TCGA-12-0692	MDM2	-	-	-	-
TCGA-28-5220	MDM2	-	-	-	-0.098
TCGA-76-4926	MDM2	-	-	-	-0.073
TCGA-76-4931	MDM2	-	-	-	-0.05
TCGA-06-2565	MDM2	-	-	-	0.128
TCGA-16-1048	MDM2	-	-	-	-
TCGA-26-1439	MDM2	-	-	-	-
TCGA-06-0137	MDM2	-	-	-	-
TCGA-14-0786	MDM2	-	-	-	-
TCGA-06-0125	MDM2	-	-	-	-0.006
TCGA-81-5910	MDM2	-	-	-	-
TCGA-06-0211	MDM2	-	-	-	-0.111
TCGA-32-1979	MDM2	-	-	-	-
TCGA-15-0742	MDM2	-	-	-	-0.021
TCGA-06-0158	MDM2	-	-	-	-0.112
TCGA-14-0790	MDM2	-	-	-	-0.044
TCGA-06-0747	MDM2	-	-	-	-0.089
TCGA-27-2528	MDM2	-	-	-	-0.018
TCGA-12-3652	MDM2	-	-	-	0.007
TCGA-28-1747	MDM2	-	-	-	-0.101
