samples	symbol	Genomic Alterations	Mutation	CNA Status	Expression
TCGA-02-0269	GNAI1	-	-	-	-
TCGA-08-0356	GNAI1	-	-	-	-
TCGA-06-1804	GNAI1	-	-	-	-0.537
TCGA-12-0820	GNAI1	-	-	-	-
TCGA-76-4928	GNAI1	-	-	-	-0.18
TCGA-02-0266	GNAI1	-	-	-	-
TCGA-19-4068	GNAI1	-	-	-	-
TCGA-12-0656	GNAI1	-	-	-	-
TCGA-02-0070	GNAI1	-	-	-	-
TCGA-08-0516	GNAI1	-	-	-	-
TCGA-06-0152	GNAI1	-	-	-	-0.183
TCGA-06-0155	GNAI1	-	-	-	-
TCGA-06-0210	GNAI1	-	-	-	0.012
TCGA-28-1753	GNAI1	-	-	-	0.18
TCGA-06-0644	GNAI1	-	-	-	-0.486
TCGA-28-5216	GNAI1	-	-	-	0.558
TCGA-06-0154	GNAI1	-	-	-	-
TCGA-06-0750	GNAI1	-	-	-	0.305
TCGA-06-0412	GNAI1	-	-	-	-
TCGA-32-4213	GNAI1	-	-	-	0.01
TCGA-06-0143	GNAI1	-	-	-	-
TCGA-26-5139	GNAI1	-	-	-	-0.377
TCGA-16-1045	GNAI1	-	-	-	-0.242
TCGA-28-5209	GNAI1	-	-	-	-0.485
TCGA-14-1823	GNAI1	Gain	0	2	-0.258
TCGA-06-0878	GNAI1	-	-	-	-0.438
TCGA-14-1452	GNAI1	-	-	-	-
TCGA-12-0778	GNAI1	-	-	-	-
TCGA-02-0064	GNAI1	-	-	-	-
TCGA-06-0124	GNAI1	-	-	-	-
TCGA-02-2486	GNAI1	-	-	-	-0.109
TCGA-02-0106	GNAI1	Gain	0	2	-
TCGA-28-5208	GNAI1	-	-	-	-0.453
TCGA-32-2494	GNAI1	-	-	-	-
TCGA-41-3393	GNAI1	-	-	-	-
TCGA-06-0122	GNAI1	-	-	-	-
TCGA-02-0116	GNAI1	-	-	-	-
TCGA-16-1060	GNAI1	-	-	-	-
TCGA-32-2615	GNAI1	-	-	-	-0.42
TCGA-06-2561	GNAI1	-	-	-	-0.271
TCGA-06-5418	GNAI1	-	-	-	0.495
TCGA-14-1396	GNAI1	Gain	0	2	-
TCGA-06-0175	GNAI1	-	-	-	-
TCGA-27-2524	GNAI1	-	-	-	0.144
TCGA-06-1802	GNAI1	-	-	-	-
TCGA-06-2562	GNAI1	-	-	-	-0.146
TCGA-08-0510	GNAI1	-	-	-	-
TCGA-12-1095	GNAI1	-	-	-	-
TCGA-12-0620	GNAI1	-	-	-	-
TCGA-06-1086	GNAI1	-	-	-	-
TCGA-02-0051	GNAI1	-	-	-	-
TCGA-19-0962	GNAI1	-	-	-	-
TCGA-28-1750	GNAI1	-	-	-	-
TCGA-02-0086	GNAI1	-	-	-	-
TCGA-06-0397	GNAI1	-	-	-	-
TCGA-06-2557	GNAI1	Gain	0	2	2.124
TCGA-28-5214	GNAI1	-	-	-	-
TCGA-06-0140	GNAI1	-	-	-	-
TCGA-02-0006	GNAI1	-	-	-	-
TCGA-02-0099	GNAI1	-	-	-	-
TCGA-26-1438	GNAI1	-	-	-	-
TCGA-02-0330	GNAI1	-	-	-	-
TCGA-12-0772	GNAI1	-	-	-	-
TCGA-02-0039	GNAI1	-	-	-	-
TCGA-02-0337	GNAI1	-	-	-	-
TCGA-28-5207	GNAI1	-	-	-	0.207
TCGA-27-1838	GNAI1	-	-	-	-
TCGA-12-0619	GNAI1	-	-	-	-0.225
TCGA-14-1034	GNAI1	-	-	-	-0.475
TCGA-06-0184	GNAI1	Gain	0	2	0.426
TCGA-06-0190	GNAI1	-	-	-	0.548
TCGA-27-2519	GNAI1	-	-	-	0.333
TCGA-02-0055	GNAI1	-	-	-	0.299
TCGA-76-6193	GNAI1	-	-	-	-
TCGA-28-2509	GNAI1	-	-	-	0.15
TCGA-02-0033	GNAI1	-	-	-	-
TCGA-32-2491	GNAI1	-	-	-	-
TCGA-26-5136	GNAI1	-	-	-	0.315
TCGA-19-2623	GNAI1	-	-	-	-
TCGA-06-0130	GNAI1	-	-	-	-0.047
TCGA-14-0871	GNAI1	-	-	-	1.724
TCGA-06-0189	GNAI1	-	-	-	-
TCGA-28-5215	GNAI1	-	-	-	1.498
TCGA-06-2569	GNAI1	-	-	-	1.309
TCGA-32-2632	GNAI1	-	-	-	-0.359
TCGA-14-1037	GNAI1	-	-	-	-
TCGA-02-2470	GNAI1	-	-	-	-
TCGA-06-0149	GNAI1	-	-	-	-
TCGA-12-1092	GNAI1	-	-	-	-
TCGA-12-0775	GNAI1	-	-	-	-
TCGA-06-0881	GNAI1	-	-	-	-
TCGA-14-0789	GNAI1	-	-	-	0.752
TCGA-76-6282	GNAI1	-	-	-	-
TCGA-06-0650	GNAI1	-	-	-	-
TCGA-28-2513	GNAI1	-	-	-	-0.279
TCGA-12-0829	GNAI1	-	-	-	-
TCGA-32-2616	GNAI1	Gain	0	2	0.884
TCGA-27-1832	GNAI1	-	-	-	0.39
TCGA-06-0645	GNAI1	-	-	-	0.254
TCGA-28-2501	GNAI1	-	-	-	-
TCGA-06-0169	GNAI1	-	-	-	-
TCGA-14-0736	GNAI1	-	-	-	0.075
TCGA-19-1388	GNAI1	-	-	-	-
TCGA-12-0776	GNAI1	-	-	-	-
TCGA-08-0390	GNAI1	-	-	-	-
TCGA-06-0194	GNAI1	-	-	-	-
TCGA-06-0409	GNAI1	-	-	-	-
TCGA-14-0783	GNAI1	-	-	-	-
TCGA-08-0352	GNAI1	-	-	-	-
TCGA-19-1790	GNAI1	-	-	-	-
TCGA-28-5213	GNAI1	-	-	-	-0.443
TCGA-06-0192	GNAI1	-	-	-	-
TCGA-41-3915	GNAI1	-	-	-	0.677
TCGA-41-4097	GNAI1	-	-	-	-0.21
TCGA-28-2502	GNAI1	-	-	-	-
TCGA-06-5412	GNAI1	-	-	-	0.394
TCGA-19-5955	GNAI1	-	-	-	-
TCGA-06-0168	GNAI1	-	-	-	0.04
TCGA-14-0781	GNAI1	-	-	-	-0.004
TCGA-02-0079	GNAI1	-	-	-	-
TCGA-12-1096	GNAI1	-	-	-	-
TCGA-19-5947	GNAI1	-	-	-	-
TCGA-27-2527	GNAI1	-	-	-	-
TCGA-06-0206	GNAI1	-	-	-	-
TCGA-06-5410	GNAI1	-	-	-	1.214
TCGA-32-1986	GNAI1	-	-	-	-
TCGA-32-2498	GNAI1	-	-	-	-
TCGA-06-0141	GNAI1	-	-	-	-0.353
TCGA-28-5218	GNAI1	-	-	-	3.483
TCGA-32-4209	GNAI1	-	-	-	-
TCGA-08-0392	GNAI1	-	-	-	-
TCGA-08-0346	GNAI1	-	-	-	-
TCGA-12-0827	GNAI1	-	-	-	-
TCGA-02-0332	GNAI1	-	-	-	-
TCGA-12-1088	GNAI1	-	-	-	-
TCGA-12-1090	GNAI1	-	-	-	-
TCGA-02-0059	GNAI1	-	-	-	-
TCGA-02-0025	GNAI1	-	-	-	-
TCGA-19-1389	GNAI1	-	-	-	0.461
TCGA-06-0139	GNAI1	-	-	-	-
TCGA-06-0176	GNAI1	-	-	-	-
TCGA-06-1800	GNAI1	-	-	-	-
TCGA-06-5858	GNAI1	-	-	-	0.377
TCGA-19-1787	GNAI1	-	-	-	0.976
TCGA-06-0214	GNAI1	-	-	-	-
TCGA-12-0670	GNAI1	-	-	-	-
TCGA-14-0817	GNAI1	-	-	-	-0.214
TCGA-06-0221	GNAI1	-	-	-	1.586
TCGA-06-0188	GNAI1	-	-	-	-
TCGA-76-4929	GNAI1	-	-	-	0.475
TCGA-14-1459	GNAI1	-	-	-	-
TCGA-27-1834	GNAI1	-	-	-	0.325
TCGA-12-0821	GNAI1	-	-	-	-0.366
TCGA-19-2620	GNAI1	-	-	-	0.499
TCGA-06-0185	GNAI1	-	-	-	-
TCGA-14-1829	GNAI1	-	-	-	0.606
TCGA-27-1831	GNAI1	-	-	-	-0.343
TCGA-06-5413	GNAI1	-	-	-	0.53
TCGA-14-2554	GNAI1	-	-	-	-0.364
TCGA-12-5295	GNAI1	-	-	-	-0.671
TCGA-06-0208	GNAI1	-	-	-	-
TCGA-02-0451	GNAI1	-	-	-	-
TCGA-12-0707	GNAI1	-	-	-	-
TCGA-12-1097	GNAI1	-	-	-	-
TCGA-14-1827	GNAI1	-	-	-	-
TCGA-02-0089	GNAI1	-	-	-	-
TCGA-12-3649	GNAI1	-	-	-	-
TCGA-41-3392	GNAI1	Gain	0	2	-
TCGA-06-0219	GNAI1	-	-	-	0.657
TCGA-16-1063	GNAI1	-	-	-	-
TCGA-28-5204	GNAI1	-	-	-	-0.235
TCGA-14-0866	GNAI1	-	-	-	-
TCGA-12-1089	GNAI1	-	-	-	-
TCGA-12-0828	GNAI1	-	-	-	-
TCGA-28-2506	GNAI1	-	-	-	-
TCGA-12-1599	GNAI1	-	-	-	-
TCGA-19-0963	GNAI1	-	-	-	-
TCGA-12-5301	GNAI1	-	-	-	-
TCGA-06-0171	GNAI1	-	-	-	0.217
TCGA-08-0520	GNAI1	-	-	-	-
TCGA-06-5859	GNAI1	-	-	-	-0.128
TCGA-06-2566	GNAI1	-	-	-	-
TCGA-02-0324	GNAI1	-	-	-	-
TCGA-12-3651	GNAI1	-	-	-	-
TCGA-27-2526	GNAI1	-	-	-	-0.175
TCGA-06-0173	GNAI1	-	-	-	-
TCGA-06-0162	GNAI1	-	-	-	-
TCGA-06-0182	GNAI1	-	-	-	-
TCGA-06-0138	GNAI1	-	-	-	0.322
TCGA-06-0939	GNAI1	-	-	-	-
TCGA-32-4211	GNAI1	-	-	-	-
TCGA-12-0826	GNAI1	-	-	-	-
TCGA-02-0052	GNAI1	-	-	-	-
TCGA-06-0237	GNAI1	-	-	-	-
TCGA-06-2567	GNAI1	-	-	-	-0.355
TCGA-06-0195	GNAI1	-	-	-	-
TCGA-19-1791	GNAI1	-	-	-	-
TCGA-27-2518	GNAI1	-	-	-	-
TCGA-06-5411	GNAI1	-	-	-	2.133
TCGA-32-1982	GNAI1	-	-	-	-0.125
TCGA-06-0142	GNAI1	-	-	-	-
TCGA-26-1799	GNAI1	-	-	-	-
TCGA-08-0386	GNAI1	-	-	-	-0.287
TCGA-12-1598	GNAI1	-	-	-	-
TCGA-02-0083	GNAI1	-	-	-	-
TCGA-08-0349	GNAI1	-	-	-	-
TCGA-06-0133	GNAI1	-	-	-	-
TCGA-06-0179	GNAI1	-	-	-	-
TCGA-06-0240	GNAI1	-	-	-	-
TCGA-14-2555	GNAI1	-	-	-	-
TCGA-28-1752	GNAI1	-	-	-	-
TCGA-06-0132	GNAI1	-	-	-	1.78
TCGA-06-0649	GNAI1	-	-	-	0.017
TCGA-76-4927	GNAI1	-	-	-	0.267
TCGA-06-0749	GNAI1	-	-	-	0.238
TCGA-06-0213	GNAI1	-	-	-	-
TCGA-06-0882	GNAI1	-	-	-	0.531
TCGA-14-0812	GNAI1	-	-	-	-
TCGA-12-0773	GNAI1	-	-	-	-
TCGA-32-1980	GNAI1	-	-	-	1.194
TCGA-08-0389	GNAI1	-	-	-	-
TCGA-08-0380	GNAI1	-	-	-	-
TCGA-14-3476	GNAI1	-	-	-	-
TCGA-06-0167	GNAI1	-	-	-	-
TCGA-06-0178	GNAI1	-	-	-	0.54
TCGA-06-0648	GNAI1	-	-	-	-
TCGA-06-0646	GNAI1	-	-	-	0.33
TCGA-41-2575	GNAI1	-	-	-	-
TCGA-27-1836	GNAI1	-	-	-	-
TCGA-14-0813	GNAI1	-	-	-	-
TCGA-76-4934	GNAI1	-	-	-	-
TCGA-14-1825	GNAI1	-	-	-	1.327
TCGA-76-4925	GNAI1	-	-	-	-0.508
TCGA-32-4210	GNAI1	-	-	-	-
TCGA-06-0241	GNAI1	-	-	-	-
TCGA-19-1390	GNAI1	-	-	-	2.131
TCGA-27-1830	GNAI1	-	-	-	0.383
TCGA-27-2521	GNAI1	-	-	-	0.628
TCGA-02-2483	GNAI1	-	-	-	0.897
TCGA-14-4157	GNAI1	-	-	-	-
TCGA-14-1401	GNAI1	-	-	-	-
TCGA-76-4935	GNAI1	-	-	-	-
TCGA-19-1387	GNAI1	-	-	-	-
TCGA-12-3650	GNAI1	-	-	-	0.004
TCGA-08-0353	GNAI1	-	-	-	-
TCGA-06-0745	GNAI1	-	-	-	0.3
TCGA-32-5222	GNAI1	-	-	-	0.562
TCGA-06-0216	GNAI1	-	-	-	-
TCGA-02-0048	GNAI1	-	-	-	-
TCGA-76-6191	GNAI1	-	-	-	-
TCGA-14-0865	GNAI1	-	-	-	-
TCGA-08-0359	GNAI1	-	-	-	-
TCGA-02-0446	GNAI1	-	-	-	-
TCGA-06-0410	GNAI1	-	-	-	-
TCGA-02-0024	GNAI1	-	-	-	-
TCGA-02-0014	GNAI1	-	-	-	-
TCGA-08-0347	GNAI1	-	-	-	-
TCGA-26-5134	GNAI1	-	-	-	1.013
TCGA-14-1455	GNAI1	-	-	-	-
TCGA-02-0440	GNAI1	-	-	-	-
TCGA-02-0047	GNAI1	-	-	-	0.278
TCGA-14-1795	GNAI1	-	-	-	-
TCGA-02-0104	GNAI1	-	-	-	-
TCGA-02-0281	GNAI1	-	-	-	-
TCGA-08-0517	GNAI1	-	-	-	-
TCGA-19-5956	GNAI1	-	-	-	-
TCGA-08-0348	GNAI1	-	-	-	-
TCGA-76-6285	GNAI1	-	-	-	-
TCGA-06-0413	GNAI1	-	-	-	-
TCGA-06-1801	GNAI1	-	-	-	-
TCGA-32-1976	GNAI1	-	-	-	-
TCGA-08-0345	GNAI1	-	-	-	-
TCGA-15-1449	GNAI1	-	-	-	-
TCGA-32-4208	GNAI1	-	-	-	-
TCGA-06-0174	GNAI1	-	-	-	1.589
TCGA-12-0616	GNAI1	-	-	-	-0.171
TCGA-19-2624	GNAI1	-	-	-	-0.13
TCGA-41-2571	GNAI1	Gain	0	2	2.09
TCGA-06-0686	GNAI1	-	-	-	2.17
TCGA-12-1602	GNAI1	-	-	-	-
TCGA-06-0177	GNAI1	-	-	-	-
TCGA-19-0957	GNAI1	-	-	-	2.372
TCGA-26-5135	GNAI1	-	-	-	0.274
TCGA-02-0321	GNAI1	-	-	-	-
TCGA-02-0060	GNAI1	-	-	-	-
TCGA-14-1451	GNAI1	-	-	-	-
TCGA-12-0618	GNAI1	-	-	-	0.614
TCGA-12-3646	GNAI1	-	-	-	-
TCGA-06-0129	GNAI1	-	-	-	0.983
TCGA-02-0003	GNAI1	-	-	-	-
TCGA-14-1456	GNAI1	-	-	-	-
TCGA-06-2559	GNAI1	-	-	-	0.66
TCGA-16-0846	GNAI1	-	-	-	0.919
TCGA-32-2634	GNAI1	-	-	-	1.02
TCGA-06-0875	GNAI1	-	-	-	-
TCGA-06-2558	GNAI1	-	-	-	1.525
TCGA-06-2570	GNAI1	-	-	-	1.731
TCGA-41-5651	GNAI1	-	-	-	3.548
TCGA-06-5417	GNAI1	-	-	-	0.113
TCGA-26-5133	GNAI1	-	-	-	0.306
TCGA-06-0128	GNAI1	-	-	-	-
TCGA-19-2629	GNAI1	-	-	-	0.309
TCGA-15-1444	GNAI1	-	-	-	0.975
TCGA-06-6389	GNAI1	-	-	-	-
TCGA-26-1442	GNAI1	-	-	-	0.832
TCGA-06-0238	GNAI1	-	-	-	2.653
TCGA-02-0007	GNAI1	-	-	-	-
TCGA-02-0046	GNAI1	-	-	-	-
TCGA-14-1794	GNAI1	-	-	-	-
TCGA-12-1099	GNAI1	-	-	-	-
TCGA-06-1087	GNAI1	-	-	-	-
TCGA-06-0166	GNAI1	-	-	-	-
TCGA-76-6192	GNAI1	-	-	-	-
TCGA-12-1597	GNAI1	-	-	-	1.45
TCGA-41-2573	GNAI1	-	-	-	-
TCGA-28-2510	GNAI1	-	-	-	1.836
TCGA-02-0074	GNAI1	-	-	-	-
TCGA-19-0960	GNAI1	-	-	-	-
TCGA-02-0069	GNAI1	-	-	-	-
TCGA-16-0848	GNAI1	-	-	-	-
TCGA-08-0524	GNAI1	-	-	-	-
TCGA-14-3477	GNAI1	-	-	-	-
TCGA-08-0245	GNAI1	-	-	-	-
TCGA-02-0339	GNAI1	-	-	-	-
TCGA-06-6391	GNAI1	-	-	-	-
TCGA-16-0850	GNAI1	-	-	-	-
TCGA-08-0350	GNAI1	-	-	-	-
TCGA-28-1756	GNAI1	-	-	-	-
TCGA-76-4932	GNAI1	-	-	-	-0.434
TCGA-02-0011	GNAI1	-	-	-	-
TCGA-06-0146	GNAI1	-	-	-	-
TCGA-02-0087	GNAI1	-	-	-	-
TCGA-19-1392	GNAI1	-	-	-	-
TCGA-06-1805	GNAI1	-	-	-	-
TCGA-28-1746	GNAI1	-	-	-	-
TCGA-19-5960	GNAI1	-	-	-	0.078
TCGA-02-0026	GNAI1	-	-	-	-
TCGA-06-0414	GNAI1	-	-	-	-
TCGA-02-0010	GNAI1	-	-	-	-
TCGA-08-0344	GNAI1	-	-	-	-
TCGA-08-0351	GNAI1	-	-	-	-
TCGA-02-0258	GNAI1	-	-	-	-
TCGA-14-1821	GNAI1	-	-	-	-
TCGA-32-1973	GNAI1	-	-	-	-
TCGA-02-2466	GNAI1	-	-	-	-
TCGA-14-1454	GNAI1	-	-	-	-
TCGA-16-0849	GNAI1	-	-	-	-
TCGA-12-0818	GNAI1	-	-	-	-
TCGA-06-5416	GNAI1	-	-	-	1.108
TCGA-02-0071	BRAF	-	-	-	-
TCGA-32-1978	BRAF	-	-	-	-
TCGA-06-0187	BRAF	-	-	-	-0.576
TCGA-06-0743	BRAF	-	-	-	-1.102
TCGA-06-2563	BRAF	-	-	-	-0.627
TCGA-06-0876	BRAF	-	-	-	-
TCGA-06-5408	BRAF	-	-	-	-0.456
TCGA-06-0744	BRAF	-	-	-	-0.998
TCGA-32-1991	BRAF	-	-	-	-
TCGA-19-5954	BRAF	-	-	-	-
TCGA-08-0357	BRAF	-	-	-	-
TCGA-08-0514	BRAF	-	-	-	-
TCGA-12-0692	BRAF	-	-	-	-
TCGA-28-5220	BRAF	-	-	-	-0.78
TCGA-76-4926	BRAF	-	-	-	-0.471
TCGA-76-4931	BRAF	-	-	-	-0.61
TCGA-06-2565	BRAF	-	-	-	-0.674
TCGA-16-1048	BRAF	-	-	-	-
TCGA-26-1439	BRAF	-	-	-	-
TCGA-06-0137	BRAF	-	-	-	-
TCGA-14-0786	BRAF	-	-	-	-
TCGA-06-0125	BRAF	-	-	-	-0.514
TCGA-81-5910	BRAF	-	-	-	-
TCGA-06-0211	BRAF	-	-	-	-0.463
TCGA-32-1979	BRAF	-	-	-	-
TCGA-15-0742	BRAF	-	-	-	-0.915
TCGA-06-0158	BRAF	-	-	-	-0.636
TCGA-14-0790	BRAF	-	-	-	-1.152
TCGA-06-0747	BRAF	-	-	-	-0.886
TCGA-27-2528	BRAF	-	-	-	-0.866
TCGA-12-3652	BRAF	-	-	-	-0.965
TCGA-28-1747	BRAF	-	-	-	-0.774
TCGA-32-2495	BRAF	-	-	-	-
TCGA-16-0861	BRAF	-	-	-	-
TCGA-02-0333	BRAF	-	-	-	-
TCGA-06-0148	BRAF	-	-	-	-
TCGA-19-5950	BRAF	-	-	-	-
TCGA-14-0787	BRAF	-	-	-	-0.735
TCGA-02-0043	BRAF	-	-	-	-
TCGA-02-0260	BRAF	-	-	-	-
TCGA-06-5415	BRAF	-	-	-	-0.858
TCGA-28-1749	BRAF	-	-	-	-
TCGA-28-1757	BRAF	-	-	-	-
TCGA-12-0780	BRAF	-	-	-	-
TCGA-12-5299	BRAF	-	-	-	-0.484
TCGA-02-0009	BRAF	-	-	-	-
TCGA-02-0422	BRAF	-	-	-	-
TCGA-02-0038	BRAF	-	-	-	-
TCGA-12-0615	BRAF	-	-	-	-
TCGA-32-4719	BRAF	-	-	-	-
TCGA-19-1786	BRAF	-	-	-	-
TCGA-19-5959	BRAF	-	-	-	-
TCGA-19-5952	BRAF	-	-	-	-
TCGA-27-1837	BRAF	-	-	-	-0.781
TCGA-19-2631	BRAF	-	-	-	-
TCGA-41-2572	BRAF	-	-	-	-1.074
TCGA-12-3653	BRAF	Gain	0	2	-0.629
TCGA-08-0358	BRAF	Gain	0	2	-
TCGA-19-2619	BRAF	-	-	-	-0.38
TCGA-27-1833	BRAF	-	-	-	-
TCGA-02-0317	BRAF	-	-	-	-
TCGA-06-0877	BRAF	-	-	-	-
TCGA-12-0688	BRAF	-	-	-	-
TCGA-19-5951	BRAF	-	-	-	-
TCGA-14-1453	BRAF	-	-	-	-
TCGA-06-0145	BRAF	-	-	-	-
TCGA-26-1443	BRAF	-	-	-	-
TCGA-87-5896	BRAF	-	-	-	-
TCGA-06-2564	BRAF	-	-	-	-0.197
TCGA-06-0126	BRAF	-	-	-	-
TCGA-27-2523	BRAF	-	-	-	-0.453
TCGA-28-2514	BRAF	-	-	-	-0.432
TCGA-06-5414	BRAF	-	-	-	-0.439
TCGA-02-0290	BRAF	-	-	-	-
TCGA-12-0657	BRAF	-	-	-	-
TCGA-08-0531	BRAF	-	-	-	-
TCGA-12-0819	BRAF	-	-	-	-
TCGA-16-1055	BRAF	-	-	-	-
TCGA-06-0127	BRAF	-	-	-	-
TCGA-02-0023	BRAF	-	-	-	-
TCGA-16-1047	BRAF	-	-	-	-
TCGA-08-0375	BRAF	-	-	-	-
TCGA-19-1386	BRAF	-	-	-	-
TCGA-08-0355	BRAF	-	-	-	-
TCGA-02-0430	BRAF	-	-	-	-
TCGA-15-1446	BRAF	-	-	-	-
TCGA-08-0525	BRAF	-	-	-	-
TCGA-26-1440	BRAF	-	-	-	-
TCGA-19-1789	BRAF	-	-	-	-
TCGA-12-1094	BRAF	-	-	-	-
TCGA-08-0518	BRAF	-	-	-	-
TCGA-08-0354	BRAF	-	-	-	-
TCGA-19-0964	BRAF	-	-	-	-
TCGA-14-1402	BRAF	-	-	-	-1.018
TCGA-08-0244	BRAF	-	-	-	-
TCGA-16-1062	BRAF	-	-	-	-
TCGA-12-3648	BRAF	-	-	-	-
TCGA-28-1755	BRAF	-	-	-	-
TCGA-02-0016	BRAF	-	-	-	-
TCGA-08-0529	BRAF	-	-	-	-
TCGA-08-0246	BRAF	-	-	-	-
TCGA-02-0289	BRAF	-	-	-	-
TCGA-02-0285	BRAF	-	-	-	-
TCGA-02-0068	BRAF	-	-	-	-
TCGA-06-0879	BRAF	-	-	-	-
TCGA-02-0015	BRAF	-	-	-	-
TCGA-02-0027	BRAF	-	-	-	-
TCGA-28-6450	BRAF	-	-	-	-
TCGA-19-5958	BRAF	-	-	-	-
TCGA-16-1056	BRAF	-	-	-	-
TCGA-02-0037	BRAF	-	-	-	-
TCGA-12-1091	BRAF	-	-	-	-
TCGA-12-0703	BRAF	-	-	-	-
TCGA-08-0521	BRAF	-	-	-	-
TCGA-12-1098	BRAF	-	-	-	-
TCGA-32-2638	BRAF	-	-	-	-0.675
TCGA-06-5856	BRAF	-	-	-	-0.646
TCGA-26-5132	BRAF	-	-	-	-0.059
TCGA-02-0102	BRAF	-	-	-	-
TCGA-06-6390	BRAF	-	-	-	-
TCGA-02-2485	BRAF	-	-	-	-0.612
TCGA-32-1970	BRAF	-	-	-	-0.452
TCGA-19-2625	BRAF	-	-	-	-0.88
TCGA-27-1835	BRAF	-	-	-	-0.944
TCGA-28-5219	BRAF	-	-	-	-
TCGA-06-0157	BRAF	-	-	-	-0.829
TCGA-19-2621	BRAF	-	-	-	-
TCGA-32-1977	BRAF	-	-	-	-
TCGA-06-0402	BRAF	-	-	-	-
TCGA-12-1600	BRAF	-	-	-	-
TCGA-02-0021	BRAF	-	-	-	-
TCGA-02-0269	BRAF	-	-	-	-
TCGA-08-0356	BRAF	-	-	-	-
TCGA-06-1804	BRAF	-	-	-	-0.474
TCGA-12-0820	BRAF	-	-	-	-
TCGA-76-4928	BRAF	Mut	1	-	-0.514
TCGA-02-0266	BRAF	-	-	-	-
TCGA-19-4068	BRAF	-	-	-	-
TCGA-12-0656	BRAF	-	-	-	-
TCGA-02-0070	BRAF	-	-	-	-
TCGA-08-0516	BRAF	-	-	-	-
TCGA-06-0152	BRAF	-	-	-	-0.365
TCGA-06-0155	BRAF	-	-	-	-
TCGA-06-0210	BRAF	-	-	-	-0.21
TCGA-28-1753	BRAF	-	-	-	-0.778
TCGA-06-0644	BRAF	Mut	1	-	-0.276
TCGA-28-5216	BRAF	-	-	-	-0.775
TCGA-06-0154	BRAF	-	-	-	-
TCGA-06-0750	BRAF	-	-	-	-1.088
TCGA-06-0412	BRAF	-	-	-	-
TCGA-32-4213	BRAF	-	-	-	-0.756
TCGA-06-0143	BRAF	-	-	-	-
TCGA-26-5139	BRAF	-	-	-	-0.763
TCGA-16-1045	BRAF	-	-	-	-0.572
TCGA-28-5209	BRAF	-	-	-	-0.423
TCGA-14-1823	BRAF	-	-	-	-0.834
TCGA-06-0878	BRAF	-	-	-	-0.43
TCGA-14-1452	BRAF	-	-	-	-
TCGA-12-0778	BRAF	-	-	-	-
TCGA-02-0064	BRAF	-	-	-	-
TCGA-06-0124	BRAF	-	-	-	-
TCGA-02-2486	BRAF	-	-	-	-0.526
TCGA-02-0106	BRAF	Gain	0	2	-
TCGA-28-5208	BRAF	-	-	-	-0.838
TCGA-32-2494	BRAF	-	-	-	-
TCGA-41-3393	BRAF	-	-	-	-
TCGA-06-0122	BRAF	-	-	-	-
TCGA-02-0116	BRAF	-	-	-	-
TCGA-16-1060	BRAF	-	-	-	-
TCGA-32-2615	BRAF	-	-	-	-0.768
TCGA-06-2561	BRAF	-	-	-	-0.518
TCGA-06-5418	BRAF	-	-	-	0.037
TCGA-14-1396	BRAF	Gain	0	2	-
TCGA-06-0175	BRAF	-	-	-	-
TCGA-27-2524	BRAF	-	-	-	-1.027
TCGA-06-1802	BRAF	-	-	-	-
TCGA-06-2562	BRAF	-	-	-	-0.395
TCGA-08-0510	BRAF	-	-	-	-
TCGA-12-1095	BRAF	-	-	-	-
TCGA-12-0620	BRAF	-	-	-	-
TCGA-06-1086	BRAF	-	-	-	-
TCGA-02-0051	BRAF	-	-	-	-
TCGA-19-0962	BRAF	-	-	-	-
TCGA-28-1750	BRAF	-	-	-	-
TCGA-02-0086	BRAF	-	-	-	-
TCGA-06-0397	BRAF	-	-	-	-
TCGA-06-2557	BRAF	-	-	-	-0.876
TCGA-28-5214	BRAF	-	-	-	-
TCGA-06-0140	BRAF	-	-	-	-
TCGA-02-0006	BRAF	-	-	-	-
TCGA-02-0099	BRAF	-	-	-	-
TCGA-26-1438	BRAF	-	-	-	-
TCGA-02-0330	BRAF	-	-	-	-
TCGA-12-0772	BRAF	-	-	-	-
TCGA-02-0039	BRAF	-	-	-	-
TCGA-02-0337	BRAF	-	-	-	-
TCGA-28-5207	BRAF	-	-	-	-0.711
TCGA-27-1838	BRAF	-	-	-	-
TCGA-12-0619	BRAF	-	-	-	-0.211
TCGA-14-1034	BRAF	-	-	-	-0.782
TCGA-06-0184	BRAF	-	-	-	-0.948
TCGA-06-0190	BRAF	-	-	-	-0.215
TCGA-27-2519	BRAF	-	-	-	-0.749
TCGA-02-0055	BRAF	-	-	-	-0.247
TCGA-76-6193	BRAF	-	-	-	-
TCGA-28-2509	BRAF	-	-	-	-0.048
TCGA-02-0033	BRAF	-	-	-	-
TCGA-32-2491	BRAF	-	-	-	-
TCGA-26-5136	BRAF	-	-	-	-0.676
TCGA-19-2623	BRAF	-	-	-	-
TCGA-06-0130	BRAF	-	-	-	-0.58
TCGA-14-0871	BRAF	-	-	-	-0.251
TCGA-06-0189	BRAF	-	-	-	-
TCGA-28-5215	BRAF	-	-	-	-0.495
TCGA-06-2569	BRAF	-	-	-	-0.388
TCGA-32-2632	BRAF	-	-	-	-0.581
TCGA-14-1037	BRAF	-	-	-	-
TCGA-02-2470	BRAF	-	-	-	-
TCGA-06-0149	BRAF	-	-	-	-
TCGA-12-1092	BRAF	-	-	-	-
